,Octave,MIDI Note,Note,time,value
436667,4,59,B,3411,0.32084860361140194
436668,5,60,C,3411,0.17516282790688642
436672,5,64,E,3411,0.1128098461995076
436673,5,65,F,3411,0.3068949672124737
436674,5,66,F#,3411,0.12919053585802776
436679,5,71,B,3411,0.11053977151571114
436680,6,72,C,3411,0.11489882869305777
436682,6,74,D,3411,0.13267782071791337
436685,6,77,F,3411,0.11895237680417695
436693,7,85,C#,3411,0.10586775346951756
436694,7,86,D,3411,0.11009626203308348
436789,4,53,F,3412,0.1273613109608504
436790,4,54,F#,3412,0.19704093955989946
436791,4,55,G,3412,0.24394306863197757
436792,4,56,G#,3412,0.1594047882315765
436794,4,58,A#,3412,0.14405926480128434
436795,4,59,B,3412,0.22284169701886847
436796,5,60,C,3412,0.2073121551502943
436797,5,61,C#,3412,0.17345677713836274
436798,5,62,D,3412,0.15883117586032985
436799,5,63,D#,3412,0.2084343283440435
436800,5,64,E,3412,0.3167442301618634
436801,5,65,F,3412,0.296843050993578
436802,5,66,F#,3412,0.16049468635732375
436805,5,69,A,3412,0.12019170955597001
436806,5,70,A#,3412,0.14865821171151955
436807,5,71,B,3412,0.2506117678841897
436808,6,72,C,3412,0.17493262540650492
436810,6,74,D,3412,0.19425654357410257
436811,6,75,D#,3412,0.19102645712899505
436812,6,76,E,3412,0.12684406259580652
436813,6,77,F,3412,0.19219156841875962
436815,6,79,G,3412,0.20955455488427416
436816,6,80,G#,3412,0.4009659266587909
436817,6,81,A,3412,0.2947021957335704
436820,7,84,C,3412,0.13377537838176246
436836,8,100,E,3412,0.10168543427404489
436837,8,101,F,3412,0.10132643460030881
436927,5,63,D#,3413,0.1471043312584642
436928,5,64,E,3413,0.1353151355146488
436935,5,71,B,3413,0.13855910313998507
436936,6,72,C,3413,0.12546557376859577
436937,6,73,C#,3413,0.12690737147203532
436938,6,74,D,3413,0.17610320332206
436939,6,75,D#,3413,0.1936004037889621
436940,6,76,E,3413,0.1768822822619911
436941,6,77,F,3413,0.14550967940771622
436945,6,81,A,3413,0.1407565545243119
436946,6,82,A#,3413,0.15860023829651756
436947,6,83,B,3413,0.10472091226011365
436948,7,84,C,3413,0.12386423385511618
436949,7,85,C#,3413,0.12017626824652579
436953,7,89,F,3413,0.1065979971350616
437055,5,63,D#,3414,0.1187349789434112
437056,5,64,E,3414,0.10439363317231726
437063,5,71,B,3414,0.10439155669015134
437072,6,80,G#,3414,0.1366961727879601
437073,6,81,A,3414,0.16973400540946568
437074,6,82,A#,3414,0.15660776872293106
437077,7,85,C#,3414,0.14877899445853837
437179,4,59,B,3415,0.1086729683231411
437187,5,67,G,3415,0.141113570151555
437188,5,68,G#,3415,0.13863823626575497
437193,6,73,C#,3415,0.15722276662277052
437197,6,77,F,3415,0.12242533468097964
437198,6,78,F#,3415,0.13563409304533652
437200,6,80,G#,3415,0.15997893885674724
437201,6,81,A,3415,0.14823443027897257
437204,7,84,C,3415,0.1167376692931004
437205,7,85,C#,3415,0.10428582835192353
437207,7,87,D#,3415,0.12429536546904738
437211,7,91,G,3415,0.1085490225423691
437212,7,92,G#,3415,0.12981425052660792
437213,7,93,A,3415,0.12259901473279514
437306,4,58,A#,3416,0.10212417621396945
437307,4,59,B,3416,0.1016393818601639
437309,5,61,C#,3416,0.10774110863531279
437310,5,62,D,3416,0.11359510570099642
437311,5,63,D#,3416,0.13733119053958076
437321,6,73,C#,3416,0.144571748326267
437322,6,74,D,3416,0.11073413967645346
437328,6,80,G#,3416,0.12767295376160565
437329,6,81,A,3416,0.10415135315254412
437336,7,88,E,3416,0.12513005579204955
437337,7,89,F,3416,0.13434982549885974
437347,8,99,D#,3416,0.1029884452027192
437348,8,100,E,3416,0.10585041193186993
437434,4,58,A#,3417,0.13271377492426717
437439,5,63,D#,3417,0.16615030969373482
437440,5,64,E,3417,0.13266068638836048
437442,5,66,F#,3417,0.11983853954075714
437443,5,67,G,3417,0.16929099452254945
437456,6,80,G#,3417,0.12162951986808605
437457,6,81,A,3417,0.17970946189624187
437466,7,90,F#,3417,0.10560547617156336
437560,4,56,G#,3418,0.10121423609971238
437561,4,57,A,3418,0.10295842185423444
437562,4,58,A#,3418,0.26358133223948227
437563,4,59,B,3418,0.20266459566712974
437566,5,62,D,3418,0.1866095402308226
437567,5,63,D#,3418,0.24181729131414847
437568,5,64,E,3418,0.22474867358598621
437569,5,65,F,3418,0.2577929686332272
437570,5,66,F#,3418,0.2726057428333005
437571,5,67,G,3418,0.29850918704877055
437572,5,68,G#,3418,0.2679702978619907
437573,5,69,A,3418,0.2550710015401697
437574,5,70,A#,3418,0.2190330731589191
437575,5,71,B,3418,0.1744833002580528
437577,6,73,C#,3418,0.14900212662096515
437578,6,74,D,3418,0.2426276426285269
437579,6,75,D#,3418,0.2598465654656257
437580,6,76,E,3418,0.21962218260019079
437581,6,77,F,3418,0.23987329965914672
437582,6,78,F#,3418,0.14988576864092604
437585,6,81,A,3418,0.11588327619761603
437586,6,82,A#,3418,0.15631511301802553
437590,7,86,D,3418,0.11724570534804915
437591,7,87,D#,3418,0.11026897101533108
437597,7,93,A,3418,0.12162006752477113
437602,8,98,D,3418,0.13839881677940774
437603,8,99,D#,3418,0.10438384541492582
437671,3,39,D#,3419,0.11006627701726715
437686,4,54,F#,3419,0.19796580342199932
437687,4,55,G,3419,0.19774287365621532
437688,4,56,G#,3419,0.2248540685626192
437689,4,57,A,3419,0.2661858324269999
437690,4,58,A#,3419,0.3948512644142494
437691,4,59,B,3419,0.36465889869811907
437692,5,60,C,3419,0.16496927527067842
437694,5,62,D,3419,0.22535212585918976
437695,5,63,D#,3419,0.15205265018890798
437697,5,65,F,3419,0.12631190533336145
437698,5,66,F#,3419,0.23145057770075006
437699,5,67,G,3419,0.2822375026689342
437700,5,68,G#,3419,0.2549193351979698
437701,5,69,A,3419,0.21126943591199715
437702,5,70,A#,3419,0.11923749051186576
437704,6,72,C,3419,0.11057813565673486
437707,6,75,D#,3419,0.1355941803658842
437708,6,76,E,3419,0.27586063754582274
437709,6,77,F,3419,0.32168672136818144
437710,6,78,F#,3419,0.17616830985875506
437711,6,79,G,3419,0.11985257530271898
437712,6,80,G#,3419,0.1422992706278659
437713,6,81,A,3419,0.16803479574867336
437716,7,84,C,3419,0.11678780060818979
437726,7,94,A#,3419,0.11113508810382076
437727,7,95,B,3419,0.17824870419817346
437728,8,96,C,3419,0.14836517480508601
437799,3,39,D#,3420,0.1246398093369705
437800,3,40,E,3420,0.10084082707544381
437813,4,53,F,3420,0.10751506309219351
437814,4,54,F#,3420,0.3080749164518708
437815,4,55,G,3420,0.35840845116336895
437816,4,56,G#,3420,0.23682407460648772
437817,4,57,A,3420,0.10595401758107643
437818,4,58,A#,3420,0.3112414184256188
437819,4,59,B,3420,0.28235473821844687
437820,5,60,C,3420,0.1303159470903888
437822,5,62,D,3420,0.13105753574057163
437823,5,63,D#,3420,0.124154437535588
437825,5,65,F,3420,0.11954873239317791
437826,5,66,F#,3420,0.29327936874686467
437827,5,67,G,3420,0.2656127309422885
437828,5,68,G#,3420,0.14216558304177482
437833,6,73,C#,3420,0.30111960564201745
437834,6,74,D,3420,0.24384410928389816
437836,6,76,E,3420,0.12215160486290393
437837,6,77,F,3420,0.15217206763738847
437838,6,78,F#,3420,0.16311471337673603
437839,6,79,G,3420,0.17517035479687998
437844,7,84,C,3420,0.1285473519240526
437845,7,85,C#,3420,0.13967810701964178
437849,7,89,F,3420,0.10238530433142451
437857,8,97,C#,3420,0.11944387955076702
437858,8,98,D,3420,0.14509779247942206
437859,8,99,D#,3420,0.10209101697578651
437901,1,13,C#,3421,0.1003895232031603
437927,3,39,D#,3421,0.13741788860640444
437942,4,54,F#,3421,0.35945184062187824
437943,4,55,G,3421,0.36043900101426646
437946,4,58,A#,3421,0.2294157237682914
437947,4,59,B,3421,0.14301355323489484
437953,5,65,F,3421,0.10652991141426045
437954,5,66,F#,3421,0.25937960898702966
437955,5,67,G,3421,0.2305555325493555
437956,5,68,G#,3421,0.18315889943138794
437959,5,71,B,3421,0.18348091976983244
437960,6,72,C,3421,0.14813851380297072
437961,6,73,C#,3421,0.28867219832417296
437962,6,74,D,3421,0.22176980358413892
437966,6,78,F#,3421,0.3083958497110662
437967,6,79,G,3421,0.3626003135930546
437968,6,80,G#,3421,0.2080422718473678
437969,6,81,A,3421,0.16532995019457775
437970,6,82,A#,3421,0.12538332291646642
437976,7,88,E,3421,0.22559316183296194
437977,7,89,F,3421,0.25765030575382747
437978,7,90,F#,3421,0.19890013643330953
437979,7,91,G,3421,0.13484324475527593
437980,7,92,G#,3421,0.1808239931058661
437981,7,93,A,3421,0.18901645967943262
437982,7,94,A#,3421,0.10463898882902986
437984,8,96,C,3421,0.11120316351811661
437986,8,98,D,3421,0.11896807432711644
437987,8,99,D#,3421,0.23622368671280947
437988,8,100,E,3421,0.26272227722357394
437989,8,101,F,3421,0.11135279354818561
438029,1,13,C#,3422,0.10109708718142678
438055,3,39,D#,3422,0.14891027016296746
438070,4,54,F#,3422,0.3553363921733768
438071,4,55,G,3422,0.31658725261718124
438074,4,58,A#,3422,0.2667612746052742
438075,4,59,B,3422,0.1974817621130618
438082,5,66,F#,3422,0.27323616971672365
438083,5,67,G,3422,0.23486978832016556
438089,6,73,C#,3422,0.194859817061766
438090,6,74,D,3422,0.16689804234918704
438092,6,76,E,3422,0.14877789512810569
438093,6,77,F,3422,0.17426461652660635
438094,6,78,F#,3422,0.2724992858646699
438095,6,79,G,3422,0.13671591372941963
438096,6,80,G#,3422,0.12633709422493597
438097,6,81,A,3422,0.18442491750086829
438100,7,84,C,3422,0.10987551480413268
438102,7,86,D,3422,0.12145760171509315
438105,7,89,F,3422,0.15468687846802892
438106,7,90,F#,3422,0.17667816455871055
438107,7,91,G,3422,0.17740674934424144
438108,7,92,G#,3422,0.16737401835967924
438116,8,100,E,3422,0.11584814900678103
438117,8,101,F,3422,0.11007487907362647
438118,8,102,F#,3422,0.1046365470490213
438157,1,13,C#,3423,0.10191889535912839
438183,3,39,D#,3423,0.15776504781689968
438198,4,54,F#,3423,0.34482813294204223
438199,4,55,G,3423,0.3105552733250785
438201,4,57,A,3423,0.11654972665841616
438202,4,58,A#,3423,0.30706449613363945
438203,4,59,B,3423,0.2439392164080279
438210,5,66,F#,3423,0.27581386752010983
438211,5,67,G,3423,0.21561025430456382
438217,6,73,C#,3423,0.1916735460739862
438218,6,74,D,3423,0.284226765852293
438219,6,75,D#,3423,0.15177935881432084
438222,6,78,F#,3423,0.19220291590491312
438223,6,79,G,3423,0.2082844654604783
438224,6,80,G#,3423,0.13875796127382972
438225,6,81,A,3423,0.1457346874067708
438229,7,85,C#,3423,0.14584250581085928
438233,7,89,F,3423,0.15124556728862015
438235,7,91,G,3423,0.172197497923418
438285,1,13,C#,3424,0.10288275290475304
438311,3,39,D#,3424,0.1625563741818581
438312,3,40,E,3424,0.10834913639682647
438326,4,54,F#,3424,0.33947117970716845
438327,4,55,G,3424,0.3178555730167524
438330,4,58,A#,3424,0.2968125778204535
438331,4,59,B,3424,0.22937921527421104
438338,5,66,F#,3424,0.25337275354956185
438339,5,67,G,3424,0.24797974817661958
438340,5,68,G#,3424,0.12820221258865214
438342,5,70,A#,3424,0.1290195499659585
438343,5,71,B,3424,0.10142516342953528
438344,6,72,C,3424,0.12899132533267801
438345,6,73,C#,3424,0.250295137350476
438346,6,74,D,3424,0.14471379265992357
438348,6,76,E,3424,0.19909920783648544
438349,6,77,F,3424,0.20400818485501693
438350,6,78,F#,3424,0.15323838043512866
438351,6,79,G,3424,0.22471521278538367
438359,7,87,D#,3424,0.21069773535058786
438360,7,88,E,3424,0.10279031798214758
438362,7,90,F#,3424,0.1382898470123619
438365,7,93,A,3424,0.14307791133379438
438366,7,94,A#,3424,0.11984031617469465
438367,7,95,B,3424,0.10175254928400615
438370,8,98,D,3424,0.12362171809572481
438371,8,99,D#,3424,0.10378362229662917
438413,1,13,C#,3425,0.10398834723291449
438439,3,39,D#,3425,0.1625893754178294
438440,3,40,E,3425,0.1203408394145034
438451,4,51,D#,3425,0.11737959625953663
438454,4,54,F#,3425,0.3484998646641907
438455,4,55,G,3425,0.39803629319693495
438456,4,56,G#,3425,0.20916562553933338
438457,4,57,A,3425,0.21038365179002833
438458,4,58,A#,3425,0.418131280227221
438459,4,59,B,3425,0.28042247350801514
438465,5,65,F,3425,0.13030954607325096
438466,5,66,F#,3425,0.316854979070498
438467,5,67,G,3425,0.2089842645405916
438468,5,68,G#,3425,0.12212847344138945
438472,6,72,C,3425,0.14227685606749152
438473,6,73,C#,3425,0.3138586761948859
438474,6,74,D,3425,0.19848527297925425
438477,6,77,F,3425,0.11686290475663172
438478,6,78,F#,3425,0.3592606512499388
438479,6,79,G,3425,0.2594981889266796
438484,7,84,C,3425,0.12548510274881447
438485,7,85,C#,3425,0.13873428111826455
438486,7,86,D,3425,0.1497866816655422
438487,7,87,D#,3425,0.12308985376378526
438488,7,88,E,3425,0.18248884358009718
438489,7,89,F,3425,0.1661388622986819
438492,7,92,G#,3425,0.1118119722323065
438496,8,96,C,3425,0.1388312187783074
438497,8,97,C#,3425,0.21588463498981855
438498,8,98,D,3425,0.14977354474194457
438541,1,13,C#,3426,0.10523915014454406
438567,3,39,D#,3426,0.15661164076712422
438568,3,40,E,3426,0.12395758011220304
438579,4,51,D#,3426,0.1471124470998227
438580,4,52,E,3426,0.14288314607466437
438581,4,53,F,3426,0.15322477475714347
438582,4,54,F#,3426,0.2866528751854405
438583,4,55,G,3426,0.38909184924240603
438584,4,56,G#,3426,0.286261966616675
438585,4,57,A,3426,0.2829518302792094
438586,4,58,A#,3426,0.5283092544391336
438587,4,59,B,3426,0.41379273235267183
438588,5,60,C,3426,0.14523145778846686
438589,5,61,C#,3426,0.10729018911597718
438590,5,62,D,3426,0.19810627914450807
438591,5,63,D#,3426,0.14222312642281382
438592,5,64,E,3426,0.1297102991855938
438593,5,65,F,3426,0.3213033920282424
438594,5,66,F#,3426,0.16434523308786084
438595,5,67,G,3426,0.2289091481564569
438596,5,68,G#,3426,0.19239088603731946
438597,5,69,A,3426,0.13978917477439806
438598,5,70,A#,3426,0.15240556234646332
438599,5,71,B,3426,0.20248533016296857
438600,6,72,C,3426,0.3179572845160967
438601,6,73,C#,3426,0.21188458731759563
438602,6,74,D,3426,0.21433709480691776
438603,6,75,D#,3426,0.23366079366755485
438604,6,76,E,3426,0.2206931145773733
438605,6,77,F,3426,0.21027610080960463
438606,6,78,F#,3426,0.16441231147754962
438608,6,80,G#,3426,0.19499211641270203
438609,6,81,A,3426,0.1243062036541571
438610,6,82,A#,3426,0.16038647162241373
438611,6,83,B,3426,0.20183532898470058
438612,7,84,C,3426,0.13697379275139235
438614,7,86,D,3426,0.15923335464236368
438616,7,88,E,3426,0.15327403896814878
438617,7,89,F,3426,0.18221722357720913
438620,7,92,G#,3426,0.15937693836946953
438622,7,94,A#,3426,0.14405340370202305
438623,7,95,B,3426,0.13665048862709073
438626,8,98,D,3426,0.10523970482851652
438669,1,13,C#,3427,0.1066256536928399
438695,3,39,D#,3427,0.14323724577043345
438696,3,40,E,3427,0.11708353829442736
438707,4,51,D#,3427,0.14192240510326684
438708,4,52,E,3427,0.146037285202755
438709,4,53,F,3427,0.1347365780512492
438710,4,54,F#,3427,0.12128695918791042
438711,4,55,G,3427,0.24091358872948324
438712,4,56,G#,3427,0.1916250926796805
438713,4,57,A,3427,0.11714843168510072
438714,4,58,A#,3427,0.48242625088610275
438715,4,59,B,3427,0.38060458706233535
438718,5,62,D,3427,0.2662321533797388
438719,5,63,D#,3427,0.48949693173965064
438720,5,64,E,3427,0.4739865455806971
438721,5,65,F,3427,0.21944318048962616
438722,5,66,F#,3427,0.1824409133492936
438723,5,67,G,3427,0.1521078498584384
438726,5,70,A#,3427,0.23310864183304347
438727,5,71,B,3427,0.29181277161014035
438728,6,72,C,3427,0.1878323568955639
438729,6,73,C#,3427,0.17011405948116015
438730,6,74,D,3427,0.12684818055977085
438731,6,75,D#,3427,0.18381222051878066
438732,6,76,E,3427,0.22488878728675088
438733,6,77,F,3427,0.10825122909226015
438735,6,79,G,3427,0.13412073838933458
438737,6,81,A,3427,0.20543373143400767
438738,6,82,A#,3427,0.33556594373206045
438739,6,83,B,3427,0.3200880717191647
438740,7,84,C,3427,0.2673322388015845
438741,7,85,C#,3427,0.20326257338040077
438743,7,87,D#,3427,0.17925684020158406
438797,1,13,C#,3428,0.10814394692550877
438823,3,39,D#,3428,0.12369245081329353
438824,3,40,E,3428,0.100795150329237
438835,4,51,D#,3428,0.11057493073137194
438839,4,55,G,3428,0.136564481392184
438840,4,56,G#,3428,0.11667357045629448
438841,4,57,A,3428,0.1379370712495001
438842,4,58,A#,3428,0.40163219186342214
438843,4,59,B,3428,0.31585003503583187
438846,5,62,D,3428,0.1240017765773503
438847,5,63,D#,3428,0.4713186052893319
438848,5,64,E,3428,0.38298208470120554
438851,5,67,G,3428,0.1624115585049791
438852,5,68,G#,3428,0.10451478767101927
438853,5,69,A,3428,0.14344768464445817
438854,5,70,A#,3428,0.10433314195643599
438855,5,71,B,3428,0.19982843551319582
438856,6,72,C,3428,0.1314094265100122
438857,6,73,C#,3428,0.16894925623927742
438861,6,77,F,3428,0.13061755651423967
438862,6,78,F#,3428,0.15549453214115144
438864,6,80,G#,3428,0.1252779197739819
438865,6,81,A,3428,0.12448616140299515
438866,6,82,A#,3428,0.18734192223656698
438867,6,83,B,3428,0.13177459190565152
438869,7,85,C#,3428,0.14168782446063896
438870,7,86,D,3428,0.11995470918097141
438871,7,87,D#,3428,0.10368794895767516
438882,8,98,D,3428,0.1318820394174263
438883,8,99,D#,3428,0.11979909222890897
438925,1,13,C#,3429,0.10975812202109798
438951,3,39,D#,3429,0.10206253031226291
438967,4,55,G,3429,0.11644929428683791
438969,4,57,A,3429,0.10776540526031331
438970,4,58,A#,3429,0.32810934782264084
438971,4,59,B,3429,0.22199766027205942
438974,5,62,D,3429,0.1089703096586743
438975,5,63,D#,3429,0.48059472574420403
438976,5,64,E,3429,0.42271931145362834
438979,5,67,G,3429,0.25518804938483614
438980,5,68,G#,3429,0.35326612670800434
438981,5,69,A,3429,0.21560227480287122
438982,5,70,A#,3429,0.11059857932949879
438983,5,71,B,3429,0.23581356588131708
438984,6,72,C,3429,0.21517777109898725
438988,6,76,E,3429,0.12103013604631721
438990,6,78,F#,3429,0.15636379571754624
438991,6,79,G,3429,0.11915033835977959
438994,6,82,A#,3429,0.16490741806614553
438995,6,83,B,3429,0.14959320156631378
438996,7,84,C,3429,0.16797154018212726
438997,7,85,C#,3429,0.19825295890015196
438998,7,86,D,3429,0.2189490977227168
438999,7,87,D#,3429,0.11397412928258176
439053,1,13,C#,3430,0.11144699227717188
439098,4,58,A#,3430,0.288109827459595
439099,4,59,B,3430,0.22998173116919532
439102,5,62,D,3430,0.23992736054323716
439103,5,63,D#,3430,0.5515821919472295
439104,5,64,E,3430,0.4799811646415577
439105,5,65,F,3430,0.14701571605559852
439107,5,67,G,3430,0.16117840880348164
439108,5,68,G#,3430,0.11075310451154419
439109,5,69,A,3430,0.11968637871386865
439110,5,70,A#,3430,0.21172943104603584
439111,5,71,B,3430,0.17603446872247377
439113,6,73,C#,3430,0.18256519447133804
439114,6,74,D,3430,0.18496609719058543
439115,6,75,D#,3430,0.23765589892506117
439116,6,76,E,3430,0.19053888686419093
439117,6,77,F,3430,0.12808627169060025
439122,6,82,A#,3430,0.11706280754067096
439123,6,83,B,3430,0.10263831246140612
439128,7,88,E,3430,0.10602551790417271
439129,7,89,F,3430,0.10918877323626099
439181,1,13,C#,3431,0.113176316527524
439226,4,58,A#,3431,0.23149875442552326
439227,4,59,B,3431,0.2256441620249298
439231,5,63,D#,3431,0.3941823257588506
439232,5,64,E,3431,0.3197584546680843
439237,5,69,A,3431,0.12981332412306354
439238,5,70,A#,3431,0.13733227542942963
439241,6,73,C#,3431,0.11251895493440181
439242,6,74,D,3431,0.12845661836710293
439243,6,75,D#,3431,0.16996866498451085
439244,6,76,E,3431,0.1032141285654538
439247,6,79,G,3431,0.15386316249671772
439248,6,80,G#,3431,0.18044479420945506
439249,6,81,A,3431,0.10258218840887791
439250,6,82,A#,3431,0.18553326253424782
439251,6,83,B,3431,0.10258126957718708
439252,7,84,C,3431,0.12225005580260705
439253,7,85,C#,3431,0.15719017871458033
439265,8,97,C#,3431,0.12857385417775524
439266,8,98,D,3431,0.16260490598534652
439267,8,99,D#,3431,0.1341835664237697
439309,1,13,C#,3432,0.11489697829422718
439354,4,58,A#,3432,0.18658834674436145
439355,4,59,B,3432,0.15058610914963758
439358,5,62,D,3432,0.11859336706560253
439359,5,63,D#,3432,0.4746671291653921
439360,5,64,E,3432,0.4257061108220181
439361,5,65,F,3432,0.1192972439508221
439363,5,67,G,3432,0.10419877714898935
439368,6,72,C,3432,0.19433442833856956
439369,6,73,C#,3432,0.1936021048012723
439371,6,75,D#,3432,0.11642118694630392
439372,6,76,E,3432,0.12645105025820313
439373,6,77,F,3432,0.11568105689160489
439378,6,82,A#,3432,0.13212318472798856
439380,7,84,C,3432,0.14153185014373593
439381,7,85,C#,3432,0.1438931295078388
439384,7,88,E,3432,0.1095748775717889
439385,7,89,F,3432,0.14245963484071367
439394,8,98,D,3432,0.13410223378047972
439395,8,99,D#,3432,0.1334727599106747
439437,1,13,C#,3433,0.11656072976271672
439482,4,58,A#,3433,0.13023879730669294
439483,4,59,B,3433,0.1685261647781125
439486,5,62,D,3433,0.3162120504535151
439487,5,63,D#,3433,0.6120244232522407
439488,5,64,E,3433,0.39363649084385005
439489,5,65,F,3433,0.18456026476753534
439490,5,66,F#,3433,0.1265637774651376
439491,5,67,G,3433,0.12910983018716685
439492,5,68,G#,3433,0.12180840415632756
439494,5,70,A#,3433,0.1572670405486276
439495,5,71,B,3433,0.1667020009185408
439497,6,73,C#,3433,0.20933549062006618
439498,6,74,D,3433,0.20542057589587584
439500,6,76,E,3433,0.10670894415530059
439506,6,82,A#,3433,0.17081100663797097
439507,6,83,B,3433,0.15335237627387827
439508,7,84,C,3433,0.11835568135691471
439509,7,85,C#,3433,0.27760378506394523
439510,7,86,D,3433,0.31024560327403417
439511,7,87,D#,3433,0.22964256036820593
439512,7,88,E,3433,0.13633226484469033
439565,1,13,C#,3434,0.11811757522625874
439606,4,54,F#,3434,0.14409079981291112
439607,4,55,G,3434,0.1498897068507285
439608,4,56,G#,3434,0.18191882379774013
439609,4,57,A,3434,0.16198118633601222
439610,4,58,A#,3434,0.19621130409105983
439611,4,59,B,3434,0.12414787776574573
439613,5,61,C#,3434,0.11918199228726771
439614,5,62,D,3434,0.29068736677032414
439615,5,63,D#,3434,0.41924161676220045
439616,5,64,E,3434,0.313956149395927
439617,5,65,F,3434,0.23297288898998242
439618,5,66,F#,3434,0.21395719604906543
439619,5,67,G,3434,0.12617829549135495
439621,5,69,A,3434,0.11577929081208244
439622,5,70,A#,3434,0.1917125073142
439624,6,72,C,3434,0.11932993596480052
439625,6,73,C#,3434,0.316355041105609
439626,6,74,D,3434,0.2568716000210421
439631,6,79,G,3434,0.1438452901103706
439632,6,80,G#,3434,0.158450141643757
439636,7,84,C,3434,0.11696596665033294
439637,7,85,C#,3434,0.18768905608551698
439638,7,86,D,3434,0.12391826023961902
439639,7,87,D#,3434,0.15087670020797678
439649,8,97,C#,3434,0.10768627190113549
439650,8,98,D,3434,0.1378589991147923
439651,8,99,D#,3434,0.11618579223429414
439693,1,13,C#,3435,0.11951309886164563
439733,4,53,F,3435,0.1090000972154753
439734,4,54,F#,3435,0.2359533110175578
439735,4,55,G,3435,0.260597686011532
439736,4,56,G#,3435,0.1359308761497856
439737,4,57,A,3435,0.13534049791924177
439738,4,58,A#,3435,0.22863943737921488
439739,4,59,B,3435,0.1253854554277679
439743,5,63,D#,3435,0.13599463278217233
439744,5,64,E,3435,0.13342698145718052
439746,5,66,F#,3435,0.2943506242873243
439747,5,67,G,3435,0.23425283813903208
439750,5,70,A#,3435,0.10540718976556428
439753,6,73,C#,3435,0.14072740977964632
439754,6,74,D,3435,0.11469446530620642
439757,6,77,F,3435,0.14626380403726572
439761,6,81,A,3435,0.10716636228974706
439762,6,82,A#,3435,0.15281953164752943
439763,6,83,B,3435,0.1335940350449212
439778,8,98,D,3435,0.12620995872608204
439821,1,13,C#,3436,0.12069331127254855
439862,4,54,F#,3436,0.29203630409648457
439863,4,55,G,3436,0.26496443536176734
439866,4,58,A#,3436,0.18900922535215064
439867,4,59,B,3436,0.17160625678005761
439871,5,63,D#,3436,0.1604430285344027
439872,5,64,E,3436,0.12606576762699678
439874,5,66,F#,3436,0.18054893637870845
439875,5,67,G,3436,0.27233851009986126
439876,5,68,G#,3436,0.16654367781169643
439877,5,69,A,3436,0.10144512567850991
439878,5,70,A#,3436,0.16408997211848064
439879,5,71,B,3436,0.18375964377832407
439881,6,73,C#,3436,0.18575517848993747
439882,6,74,D,3436,0.18615004384075912
439884,6,76,E,3436,0.16026516198490162
439885,6,77,F,3436,0.13376834968193696
439893,7,85,C#,3436,0.12703338665971442
439894,7,86,D,3436,0.14572633640238775
439896,7,88,E,3436,0.16572639432890987
439897,7,89,F,3436,0.13824822602947154
439907,8,99,D#,3436,0.10332920647680112
439949,1,13,C#,3437,0.12161231380210046
439990,4,54,F#,3437,0.29466922274969237
439991,4,55,G,3437,0.25825794912274197
439994,4,58,A#,3437,0.18005813077033897
439995,4,59,B,3437,0.1387873636429087
439999,5,63,D#,3437,0.12773069153970068
440000,5,64,E,3437,0.1013894001669814
440004,5,68,G#,3437,0.19392277388555043
440005,5,69,A,3437,0.20393258653788385
440006,5,70,A#,3437,0.24722903156086043
440007,5,71,B,3437,0.1864536158881012
440008,6,72,C,3437,0.21548032096431075
440009,6,73,C#,3437,0.41374841502342563
440010,6,74,D,3437,0.24547188470863537
440011,6,75,D#,3437,0.2508607113301297
440012,6,76,E,3437,0.3174549053996346
440013,6,77,F,3437,0.12747854699705188
440014,6,78,F#,3437,0.1769786928966079
440015,6,79,G,3437,0.23706656152011985
440016,6,80,G#,3437,0.18532256718399
440017,6,81,A,3437,0.10708066394789141
440022,7,86,D,3437,0.13051862076972973
440024,7,88,E,3437,0.12472686561962344
440025,7,89,F,3437,0.1634508302731622
440028,7,92,G#,3437,0.10194876467727011
440077,1,13,C#,3438,0.12222025198796706
440118,4,54,F#,3438,0.32359544324233236
440119,4,55,G,3438,0.26277875012778473
440122,4,58,A#,3438,0.18477054958483288
440123,4,59,B,3438,0.17276526061532071
440130,5,66,F#,3438,0.13725349193229766
440131,5,67,G,3438,0.157779356128478
440134,5,70,A#,3438,0.12901977171354934
440135,5,71,B,3438,0.13028514004470249
440137,6,73,C#,3438,0.16045099496511303
440138,6,74,D,3438,0.13657944904885205
440139,6,75,D#,3438,0.17743857240513064
440140,6,76,E,3438,0.11449002542399811
440144,6,80,G#,3438,0.10687646313998292
440145,6,81,A,3438,0.20631016689025128
440146,6,82,A#,3438,0.1142420513598789
440153,7,89,F,3438,0.10259111741147774
440154,7,90,F#,3438,0.16057335734043293
440155,7,91,G,3438,0.10126601401722984
440157,7,93,A,3438,0.12386338568373731
440158,7,94,A#,3438,0.10108204342597912
440205,1,13,C#,3439,0.12248667979653816
440245,4,53,F,3439,0.12069728747174914
440246,4,54,F#,3439,0.3533908828507208
440247,4,55,G,3439,0.3112584339412057
440250,4,58,A#,3439,0.2063170957155075
440251,4,59,B,3439,0.20899883070374284
440255,5,63,D#,3439,0.10489960035356738
440259,5,67,G,3439,0.23001043793952036
440260,5,68,G#,3439,0.24037353634020692
440261,5,69,A,3439,0.1208642220994975
440262,5,70,A#,3439,0.12619737796334488
440265,6,73,C#,3439,0.1554568301855963
440266,6,74,D,3439,0.21987324029104036
